Onco|GSONMP00081526001	Onco|GSONMP00064058001
Onco|GSONMP00028993001	Onco|GSONMP00023568001
Onco|GSONMP00029006001	Onco|GSONMP00023579001
Onco|GSONMP00029023001	Onco|GSONMP00023617001
Onco|GSONMP00029026001	Onco|GSONMP00023628001
Onco|GSONMP00029043001	Onco|GSONMP00023624001
Onco|GSONMP00029062001	Onco|GSONMP00023660001
Onco|GSONMP00026559001	Onco|GSONMP00074469001
Onco|GSONMP00026563001	Onco|GSONMP00074490001
Onco|GSONMP00026579001	Onco|GSONMP00074507001
Onco|GSONMP00026583001	Onco|GSONMP00074358001
Onco|GSONMP00026602001	Onco|GSONMP00074376001
Onco|GSONMP00026615001	Onco|GSONMP00074385001
Onco|GSONMP00026622001	Onco|GSONMP00074389001
Onco|GSONMP00026526001	Onco|GSONMP00080216001
Onco|GSONMP00026527001	Onco|GSONMP00080201001
Onco|GSONMP00026549001	Onco|GSONMP00080312001
Onco|GSONMP00026557001	Onco|GSONMP00080002001
Onco|GSONMP00026559001	Onco|GSONMP00080060001
Onco|GSONMP00026568001	Onco|GSONMP00080063001
Onco|GSONMP00029026001	Onco|GSONMP00013000001
Onco|GSONMP00029035001	Onco|GSONMP00013021001
Onco|GSONMP00029037001	Onco|GSONMP00013025001
Onco|GSONMP00029052001	Onco|GSONMP00013039001
Onco|GSONMP00029056001	Onco|GSONMP00013050001
Onco|GSONMP00029074001	Onco|GSONMP00013061001
Onco|GSONMP00026579001	Onco|GSONMP00012978001
Onco|GSONMP00026597001	Onco|GSONMP00012994001
Onco|GSONMP00026602001	Onco|GSONMP00013000001
Onco|GSONMP00026620001	Onco|GSONMP00013013001
Onco|GSONMP00026622001	Onco|GSONMP00013025001
Onco|GSONMP00026546001	Onco|GSONMP00013025001
Onco|GSONMP00026557001	Onco|GSONMP00013003001
Onco|GSONMP00026559001	Onco|GSONMP00013000001
Onco|GSONMP00026568001	Onco|GSONMP00012990001
Onco|GSONMP00026579001	Onco|GSONMP00012978001
Onco|GSONMP00002968001	Onco|GSONMP00013003001
Onco|GSONMP00002969001	Onco|GSONMP00013000001
Onco|GSONMP00002980001	Onco|GSONMP00012990001
Onco|GSONMP00002896001	Onco|GSONMP00012975001
Onco|GSONMP00002910001	Onco|GSONMP00012947001
Onco|GSONMP00038048001	Onco|GSONMP00047677001
Onco|GSONMP00038050001	Onco|GSONMP00047674001
Onco|GSONMP00038053001	Onco|GSONMP00047673001
Onco|GSONMP00038064001	Onco|GSONMP00047668001
Onco|GSONMP00038065001	Onco|GSONMP00047667001
Onco|GSONMP00038067001	Onco|GSONMP00047665001
Onco|GSONMP00038069001	Onco|GSONMP00047661001
Onco|GSONMP00046542001	Onco|GSONMP00047658001
Onco|GSONMP00056204001	Onco|GSONMP00068807001
Onco|GSONMP00056205001	Onco|GSONMP00068813001
Onco|GSONMP00055965001	Onco|GSONMP00068831001
Onco|GSONMP00055976001	Onco|GSONMP00068677001
Onco|GSONMP00055978001	Onco|GSONMP00068695001
Onco|GSONMP00055985001	Onco|GSONMP00068781001
Onco|GSONMP00055999001	Onco|GSONMP00068851001
Onco|GSONMP00056051001	Onco|GSONMP00068600001
Onco|GSONMP00056060001	Onco|GSONMP00068611001
Onco|GSONMP00056077001	Onco|GSONMP00068630001
Onco|GSONMP00056089001	Onco|GSONMP00068554001
Onco|GSONMP00056105001	Onco|GSONMP00068471001
Onco|GSONMP00056121001	Onco|GSONMP00068482001
Onco|GSONMP00056141001	Onco|GSONMP00078937001
Onco|GSONMP00056155001	Onco|GSONMP00078354001
Onco|GSONMP00056158001	Onco|GSONMP00078356001
Onco|GSONMP00056161001	Onco|GSONMP00078361001
Onco|GSONMP00056166001	Onco|GSONMP00078421001
Onco|GSONMP00056121001	Onco|GSONMP00064953001
Onco|GSONMP00056122001	Onco|GSONMP00064950001
Onco|GSONMP00056126001	Onco|GSONMP00064943001
Onco|GSONMP00056143001	Onco|GSONMP00064932001
Onco|GSONMP00056155001	Onco|GSONMP00064977001
Onco|GSONMP00056161001	Onco|GSONMP00065027001
Onco|GSONMP00056106001	Onco|GSONMP00076439001
Onco|GSONMP00056118001	Onco|GSONMP00076447001
Onco|GSONMP00056109001	Onco|GSONMP00076429001
Onco|GSONMP00056122001	Onco|GSONMP00076417001
Onco|GSONMP00056141001	Onco|GSONMP00076420001
Onco|GSONMP00074194001	Onco|GSONMP00042755001
Onco|GSONMP00074195001	Onco|GSONMP00042756001
Onco|GSONMP00074193001	Onco|GSONMP00042754001
Onco|GSONMP00074181001	Onco|GSONMP00042739001
Onco|GSONMP00074186001	Onco|GSONMP00042311001
Onco|GSONMP00056051001	Onco|GSONMP00042893001
Onco|GSONMP00056053001	Onco|GSONMP00042787001
Onco|GSONMP00056055001	Onco|GSONMP00042785001
Onco|GSONMP00056057001	Onco|GSONMP00042783001
Onco|GSONMP00056060001	Onco|GSONMP00042777001
Onco|GSONMP00056077001	Onco|GSONMP00042934001
Onco|GSONMP00056204001	Onco|GSONMP00037890001
Onco|GSONMP00055962001	Onco|GSONMP00037884001
Onco|GSONMP00055978001	Onco|GSONMP00037878001
Onco|GSONMP00055982001	Onco|GSONMP00037876001
Onco|GSONMP00055986001	Onco|GSONMP00037875001
Onco|GSONMP00055988001	Onco|GSONMP00037849001
Onco|GSONMP00074195001	Onco|GSONMP00054275001
Onco|GSONMP00074199001	Onco|GSONMP00054279001
Onco|GSONMP00074197001	Onco|GSONMP00054176001
Onco|GSONMP00074181001	Onco|GSONMP00054178001
Onco|GSONMP00074187001	Onco|GSONMP00054619001
Onco|GSONMP00045745001	Onco|GSONMP00045878001
Onco|GSONMP00045748001	Onco|GSONMP00045880001
Onco|GSONMP00045758001	Onco|GSONMP00045839001
Onco|GSONMP00045759001	Onco|GSONMP00045840001
Onco|GSONMP00074203001	Onco|GSONMP00045848001
Onco|GSONMP00058743001	Onco|GSONMP00023125001
Onco|GSONMP00058759001	Onco|GSONMP00023035001
Onco|GSONMP00058762001	Onco|GSONMP00023036001
Onco|GSONMP00058763001	Onco|GSONMP00023037001
Onco|GSONMP00058764001	Onco|GSONMP00023038001
Onco|GSONMP00058771001	Onco|GSONMP00023045001
Onco|GSONMP00056155001	Onco|GSONMP00036204001
Onco|GSONMP00056161001	Onco|GSONMP00036193001
Onco|GSONMP00056169001	Onco|GSONMP00002474001
Onco|GSONMP00056184001	Onco|GSONMP00002468001
Onco|GSONMP00056195001	Onco|GSONMP00002445001
Onco|GSONMP00056204001	Onco|GSONMP00002428001
Onco|GSONMP00055965001	Onco|GSONMP00002426001
Onco|GSONMP00055978001	Onco|GSONMP00002403001
Onco|GSONMP00056141001	Onco|GSONMP00077073001
Onco|GSONMP00056143001	Onco|GSONMP00077084001
Onco|GSONMP00056161001	Onco|GSONMP00076717001
Onco|GSONMP00056187001	Onco|GSONMP00076733001
Onco|GSONMP00056204001	Onco|GSONMP00076758001
Onco|GSONMP00055959001	Onco|GSONMP00076787001
Onco|GSONMP00055976001	Onco|GSONMP00076797001
Onco|GSONMP00056204001	Onco|GSONMP00076927001
Onco|GSONMP00055945001	Onco|GSONMP00076947001
Onco|GSONMP00055959001	Onco|GSONMP00076959001
Onco|GSONMP00055976001	Onco|GSONMP00076977001
Onco|GSONMP00055978001	Onco|GSONMP00076997001
Onco|GSONMP00056000001	Onco|GSONMP00077012001
Onco|GSONMP00025105001	Onco|GSONMP00003193001
Onco|GSONMP00025120001	Onco|GSONMP00003202001
Onco|GSONMP00025141001	Onco|GSONMP00003217001
Onco|GSONMP00025146001	Onco|GSONMP00003223001
Onco|GSONMP00025155001	Onco|GSONMP00003229001
Onco|GSONMP00025159001	Onco|GSONMP00003239001
Onco|GSONMP00060175001	Onco|GSONMP00003284001
Onco|GSONMP00060176001	Onco|GSONMP00003285001
Onco|GSONMP00060155001	Onco|GSONMP00003289001
Onco|GSONMP00060157001	Onco|GSONMP00003290001
Onco|GSONMP00060140001	Onco|GSONMP00003301001
Onco|GSONMP00059910001	Onco|GSONMP00078641001
Onco|GSONMP00059821001	Onco|GSONMP00078658001
Onco|GSONMP00059807001	Onco|GSONMP00078653001
Onco|GSONMP00059800001	Onco|GSONMP00078668001
Onco|GSONMP00060245001	Onco|GSONMP00078704001
Onco|GSONMP00060221001	Onco|GSONMP00078711001
Onco|GSONMP00065481001	Onco|GSONMP00031180001
Onco|GSONMP00065483001	Onco|GSONMP00031168001
Onco|GSONMP00065485001	Onco|GSONMP00031150001
Onco|GSONMP00065488001	Onco|GSONMP00031134001
Onco|GSONMP00065467001	Onco|GSONMP00031120001
Onco|GSONMP00059849001	Onco|GSONMP00067180001
Onco|GSONMP00059868001	Onco|GSONMP00067181001
Onco|GSONMP00059870001	Onco|GSONMP00067184001
Onco|GSONMP00059897001	Onco|GSONMP00067204001
Onco|GSONMP00059920001	Onco|GSONMP00067221001
Onco|GSONMP00059853001	Onco|GSONMP00067242001
Onco|GSONMP00059906001	Onco|GSONMP00067255001
Onco|GSONMP00059858001	Onco|GSONMP00067043001
Onco|GSONMP00059880001	Onco|GSONMP00067078001
Onco|GSONMP00059908001	Onco|GSONMP00067258001
Onco|GSONMP00059920001	Onco|GSONMP00067094001
Onco|GSONMP00059853001	Onco|GSONMP00067132001
Onco|GSONMP00059910001	Onco|GSONMP00067140001
Onco|GSONMP00059808001	Onco|GSONMP00067150001
Onco|GSONMP00003180001	Onco|GSONMP00067178001
Onco|GSONMP00003202001	Onco|GSONMP00067184001
Onco|GSONMP00003209001	Onco|GSONMP00067204001
Onco|GSONMP00003211001	Onco|GSONMP00067214001
Onco|GSONMP00003223001	Onco|GSONMP00067242001
Onco|GSONMP00003226001	Onco|GSONMP00067247001
Onco|GSONMP00025141001	Onco|GSONMP00017711001
Onco|GSONMP00025146001	Onco|GSONMP00017718001
Onco|GSONMP00025168001	Onco|GSONMP00020929001
Onco|GSONMP00025191001	Onco|GSONMP00020937001
Onco|GSONMP00025212001	Onco|GSONMP00022207001
Onco|GSONMP00025229001	Onco|GSONMP00022211001
Onco|GSONMP00078644001	Onco|GSONMP00021831001
Onco|GSONMP00078666001	Onco|GSONMP00021859001
Onco|GSONMP00078702001	Onco|GSONMP00021897001
Onco|GSONMP00078699001	Onco|GSONMP00021902001
Onco|GSONMP00078691001	Onco|GSONMP00021907001
Onco|GSONMP00078711001	Onco|GSONMP00021929001
Onco|GSONMP00059800001	Onco|GSONMP00067094001
Onco|GSONMP00059788001	Onco|GSONMP00067125001
Onco|GSONMP00060249001	Onco|GSONMP00067140001
Onco|GSONMP00060221001	Onco|GSONMP00067141001
Onco|GSONMP00060219001	Onco|GSONMP00067148001
Onco|GSONMP00059815001	Onco|GSONMP00015466001
Onco|GSONMP00059795001	Onco|GSONMP00015483001
Onco|GSONMP00059800001	Onco|GSONMP00015520001
Onco|GSONMP00060250001	Onco|GSONMP00015540001
Onco|GSONMP00060219001	Onco|GSONMP00015570001
Onco|GSONMP00060213001	Onco|GSONMP00015590001
Onco|GSONMP00059879001	Onco|GSONMP00002696001
Onco|GSONMP00059880001	Onco|GSONMP00002695001
Onco|GSONMP00059887001	Onco|GSONMP00002714001
Onco|GSONMP00059898001	Onco|GSONMP00002710001
Onco|GSONMP00059920001	Onco|GSONMP00002699001
Onco|GSONMP00059910001	Onco|GSONMP00058648001
Onco|GSONMP00059948001	Onco|GSONMP00022233001
Onco|GSONMP00059935001	Onco|GSONMP00022207001
Onco|GSONMP00059837001	Onco|GSONMP00022186001
Onco|GSONMP00059849001	Onco|GSONMP00020929001
Onco|GSONMP00059868001	Onco|GSONMP00020922001
Onco|GSONMP00059880001	Onco|GSONMP00017718001
Onco|GSONMP00031150001	Onco|GSONMP00022222001
Onco|GSONMP00031199001	Onco|GSONMP00022211001
Onco|GSONMP00031219001	Onco|GSONMP00021793001
Onco|GSONMP00031247001	Onco|GSONMP00020933001
Onco|GSONMP00031264001	Onco|GSONMP00017719001
Onco|GSONMP00031281001	Onco|GSONMP00017736001
Onco|GSONMP00013314001	Onco|GSONMP00067226001
Onco|GSONMP00030989001	Onco|GSONMP00067212001
Onco|GSONMP00030999001	Onco|GSONMP00067195001
Onco|GSONMP00031012001	Onco|GSONMP00067184001
Onco|GSONMP00031216001	Onco|GSONMP00067178001
Onco|GSONMP00059858001	Onco|GSONMP00004561001
Onco|GSONMP00059870001	Onco|GSONMP00004565001
Onco|GSONMP00059880001	Onco|GSONMP00004652001
Onco|GSONMP00059920001	Onco|GSONMP00004676001
Onco|GSONMP00059853001	Onco|GSONMP00004573001
Onco|GSONMP00059912001	Onco|GSONMP00004596001
Onco|GSONMP00059815001	Onco|GSONMP00004607001
Onco|GSONMP00059791001	Onco|GSONMP00004637001
Onco|GSONMP00025105001	Onco|GSONMP00004561001
Onco|GSONMP00025120001	Onco|GSONMP00004565001
Onco|GSONMP00025146001	Onco|GSONMP00004652001
Onco|GSONMP00025159001	Onco|GSONMP00004676001
Onco|GSONMP00025168001	Onco|GSONMP00004681001
Onco|GSONMP00025182001	Onco|GSONMP00004573001
Onco|GSONMP00025203001	Onco|GSONMP00004586001
Onco|GSONMP00060005001	Onco|GSONMP00052654001
Onco|GSONMP00059954001	Onco|GSONMP00052668001
Onco|GSONMP00059935001	Onco|GSONMP00052682001
Onco|GSONMP00059831001	Onco|GSONMP00052696001
Onco|GSONMP00059849001	Onco|GSONMP00052768001
Onco|GSONMP00059858001	Onco|GSONMP00052783001
Onco|GSONMP00059880001	Onco|GSONMP00052786001
Onco|GSONMP00078877001	Onco|GSONMP00068606001
Onco|GSONMP00078879001	Onco|GSONMP00068631001
Onco|GSONMP00078902001	Onco|GSONMP00068563001
Onco|GSONMP00078933001	Onco|GSONMP00068544001
Onco|GSONMP00078345001	Onco|GSONMP00068546001
Onco|GSONMP00078391001	Onco|GSONMP00068549001
Onco|GSONMP00060152001	Onco|GSONMP00068599001
Onco|GSONMP00060136001	Onco|GSONMP00068600001
Onco|GSONMP00060065001	Onco|GSONMP00068631001
Onco|GSONMP00060062001	Onco|GSONMP00068563001
Onco|GSONMP00060041001	Onco|GSONMP00068527001
Onco|GSONMP00059935001	Onco|GSONMP00034012001
Onco|GSONMP00059837001	Onco|GSONMP00034016001
Onco|GSONMP00059868001	Onco|GSONMP00034029001
Onco|GSONMP00059870001	Onco|GSONMP00034050001
Onco|GSONMP00059880001	Onco|GSONMP00034078001
Onco|GSONMP00059920001	Onco|GSONMP00034079001
Onco|GSONMP00025328001	Onco|GSONMP00067652001
Onco|GSONMP00025340001	Onco|GSONMP00067688001
Onco|GSONMP00025360001	Onco|GSONMP00067736001
Onco|GSONMP00025372001	Onco|GSONMP00067737001
Onco|GSONMP00025391001	Onco|GSONMP00067758001
Onco|GSONMP00025408001	Onco|GSONMP00067760001
Onco|GSONMP00025412001	Onco|GSONMP00067773001
Onco|GSONMP00025413001	Onco|GSONMP00067785001
Onco|GSONMP00059828001	Onco|GSONMP00067729001
Onco|GSONMP00059833001	Onco|GSONMP00067706001
Onco|GSONMP00059844001	Onco|GSONMP00067665001
Onco|GSONMP00059847001	Onco|GSONMP00069030001
Onco|GSONMP00059870001	Onco|GSONMP00069041001
Onco|GSONMP00059887001	Onco|GSONMP00069049001
Onco|GSONMP00059903001	Onco|GSONMP00069084001
Onco|GSONMP00025105001	Onco|GSONMP00034078001
Onco|GSONMP00025109001	Onco|GSONMP00034058001
Onco|GSONMP00025120001	Onco|GSONMP00034050001
Onco|GSONMP00025141001	Onco|GSONMP00034044001
Onco|GSONMP00025156001	Onco|GSONMP00034024001
Onco|GSONMP00025168001	Onco|GSONMP00034016001
Onco|GSONMP00030989001	Onco|GSONMP00052012001
Onco|GSONMP00030993001	Onco|GSONMP00052004001
Onco|GSONMP00030996001	Onco|GSONMP00052005001
Onco|GSONMP00031005001	Onco|GSONMP00073229001
Onco|GSONMP00031012001	Onco|GSONMP00073236001
Onco|GSONMP00059808001	Onco|GSONMP00073236001
Onco|GSONMP00059815001	Onco|GSONMP00052006001
Onco|GSONMP00059791001	Onco|GSONMP00052004001
Onco|GSONMP00059788001	Onco|GSONMP00052014001
Onco|GSONMP00060248001	Onco|GSONMP00052012001
Onco|GSONMP00059880001	Onco|GSONMP00004796001
Onco|GSONMP00059901001	Onco|GSONMP00004706001
Onco|GSONMP00059910001	Onco|GSONMP00004724001
Onco|GSONMP00059808001	Onco|GSONMP00004744001
Onco|GSONMP00059809001	Onco|GSONMP00004752001
Onco|GSONMP00059791001	Onco|GSONMP00004765001
Onco|GSONMP00078641001	Onco|GSONMP00024512001
Onco|GSONMP00078666001	Onco|GSONMP00024502001
Onco|GSONMP00078668001	Onco|GSONMP00024499001
Onco|GSONMP00078674001	Onco|GSONMP00024497001
Onco|GSONMP00078681001	Onco|GSONMP00024494001
Onco|GSONMP00025489001	Onco|GSONMP00053505001
Onco|GSONMP00025514001	Onco|GSONMP00053472001
Onco|GSONMP00025531001	Onco|GSONMP00053459001
Onco|GSONMP00025534001	Onco|GSONMP00053447001
Onco|GSONMP00003263001	Onco|GSONMP00053428001
Onco|GSONMP00003288001	Onco|GSONMP00053424001
Onco|GSONMP00003289001	Onco|GSONMP00053415001
Onco|GSONMP00003301001	Onco|GSONMP00053391001
Onco|GSONMP00059935001	Onco|GSONMP00053438001
Onco|GSONMP00059828001	Onco|GSONMP00053415001
Onco|GSONMP00059831001	Onco|GSONMP00053391001
Onco|GSONMP00059862001	Onco|GSONMP00053361001
Onco|GSONMP00059880001	Onco|GSONMP00053339001
Onco|GSONMP00059898001	Onco|GSONMP00053319001
Onco|GSONMP00003217001	Onco|GSONMP00048390001
Onco|GSONMP00003223001	Onco|GSONMP00048395001
Onco|GSONMP00003227001	Onco|GSONMP00048405001
Onco|GSONMP00003232001	Onco|GSONMP00048083001
Onco|GSONMP00003239001	Onco|GSONMP00048092001
Onco|GSONMP00025514001	Onco|GSONMP00048195001
Onco|GSONMP00025525001	Onco|GSONMP00048206001
Onco|GSONMP00025526001	Onco|GSONMP00048209001
Onco|GSONMP00003256001	Onco|GSONMP00048208001
Onco|GSONMP00003275001	Onco|GSONMP00048268001
Onco|GSONMP00059926001	Onco|GSONMP00002599001
Onco|GSONMP00059831001	Onco|GSONMP00002577001
Onco|GSONMP00059837001	Onco|GSONMP00002568001
Onco|GSONMP00059848001	Onco|GSONMP00002651001
Onco|GSONMP00059858001	Onco|GSONMP00002647001
Onco|GSONMP00013316001	Onco|GSONMP00001923001
Onco|GSONMP00013300001	Onco|GSONMP00001902001
Onco|GSONMP00030989001	Onco|GSONMP00001912001
Onco|GSONMP00030999001	Onco|GSONMP00001892001
Onco|GSONMP00031007001	Onco|GSONMP00001890001
Onco|GSONMP00025182001	Onco|GSONMP00053339001
Onco|GSONMP00025189001	Onco|GSONMP00053361001
Onco|GSONMP00025212001	Onco|GSONMP00053391001
Onco|GSONMP00025224001	Onco|GSONMP00053415001
Onco|GSONMP00025225001	Onco|GSONMP00053438001
Onco|GSONMP00025229001	Onco|GSONMP00053445001
Onco|GSONMP00025120001	Onco|GSONMP00048402001
Onco|GSONMP00025125001	Onco|GSONMP00048401001
Onco|GSONMP00025127001	Onco|GSONMP00048391001
Onco|GSONMP00025141001	Onco|GSONMP00048390001
Onco|GSONMP00025159001	Onco|GSONMP00048360001
Onco|GSONMP00030989001	Onco|GSONMP00060692001
Onco|GSONMP00030993001	Onco|GSONMP00060712001
Onco|GSONMP00030999001	Onco|GSONMP00060704001
Onco|GSONMP00031001001	Onco|GSONMP00082017001
Onco|GSONMP00031013001	Onco|GSONMP00082028001
Onco|GSONMP00059910001	Onco|GSONMP00065811001
Onco|GSONMP00059912001	Onco|GSONMP00065859001
Onco|GSONMP00059808001	Onco|GSONMP00065835001
Onco|GSONMP00059793001	Onco|GSONMP00065845001
Onco|GSONMP00059795001	Onco|GSONMP00065761001
Onco|GSONMP00059800001	Onco|GSONMP00065749001
Onco|GSONMP00060167001	Onco|GSONMP00065749001
Onco|GSONMP00060152001	Onco|GSONMP00065761001
Onco|GSONMP00060138001	Onco|GSONMP00065844001
Onco|GSONMP00060140001	Onco|GSONMP00065835001
Onco|GSONMP00060136001	Onco|GSONMP00065828001
Onco|GSONMP00060065001	Onco|GSONMP00065857001
Onco|GSONMP00078668001	Onco|GSONMP00065811001
Onco|GSONMP00078674001	Onco|GSONMP00065865001
Onco|GSONMP00078702001	Onco|GSONMP00065792001
Onco|GSONMP00078709001	Onco|GSONMP00065787001
Onco|GSONMP00078716001	Onco|GSONMP00065779001
Onco|GSONMP00078733001	Onco|GSONMP00065677001
Onco|GSONMP00065473001	Onco|GSONMP00065755001
Onco|GSONMP00065474001	Onco|GSONMP00065834001
Onco|GSONMP00065485001	Onco|GSONMP00065827001
Onco|GSONMP00065486001	Onco|GSONMP00065859001
Onco|GSONMP00065492001	Onco|GSONMP00065853001
Onco|GSONMP00059935001	Onco|GSONMP00030527001
Onco|GSONMP00059831001	Onco|GSONMP00030542001
Onco|GSONMP00059839001	Onco|GSONMP00030567001
Onco|GSONMP00059845001	Onco|GSONMP00030578001
Onco|GSONMP00059866001	Onco|GSONMP00030588001
Onco|GSONMP00059880001	Onco|GSONMP00030618001
Onco|GSONMP00059894001	Onco|GSONMP00030611001
Onco|GSONMP00059903001	Onco|GSONMP00030647001
Onco|GSONMP00078722001	Onco|GSONMP00030682001
Onco|GSONMP00078746001	Onco|GSONMP00030527001
Onco|GSONMP00078748001	Onco|GSONMP00030542001
Onco|GSONMP00078752001	Onco|GSONMP00030544001
Onco|GSONMP00078769001	Onco|GSONMP00030547001
Onco|GSONMP00078771001	Onco|GSONMP00030554001
Onco|GSONMP00078837001	Onco|GSONMP00030571001
Onco|GSONMP00066994001	Onco|GSONMP00023380001
Onco|GSONMP00066989001	Onco|GSONMP00023405001
Onco|GSONMP00066976001	Onco|GSONMP00023418001
Onco|GSONMP00056615001	Onco|GSONMP00023433001
Onco|GSONMP00056599001	Onco|GSONMP00023455001
Onco|GSONMP00056585001	Onco|GSONMP00023472001
Onco|GSONMP00056594001	Onco|GSONMP00023476001
Onco|GSONMP00059849001	Onco|GSONMP00011253001
Onco|GSONMP00059880001	Onco|GSONMP00020294001
Onco|GSONMP00059904001	Onco|GSONMP00020277001
Onco|GSONMP00059910001	Onco|GSONMP00030690001
Onco|GSONMP00059808001	Onco|GSONMP00030527001
Onco|GSONMP00059807001	Onco|GSONMP00030542001
Onco|GSONMP00059788001	Onco|GSONMP00030557001
Onco|GSONMP00078763001	Onco|GSONMP00023202001
Onco|GSONMP00078768001	Onco|GSONMP00023205001
Onco|GSONMP00078837001	Onco|GSONMP00023226001
Onco|GSONMP00078839001	Onco|GSONMP00023266001
Onco|GSONMP00078869001	Onco|GSONMP00023284001
Onco|GSONMP00078879001	Onco|GSONMP00023285001
Onco|GSONMP00013301001	Onco|GSONMP00030544001
Onco|GSONMP00013310001	Onco|GSONMP00030554001
Onco|GSONMP00013314001	Onco|GSONMP00030567001
Onco|GSONMP00030989001	Onco|GSONMP00030592001
Onco|GSONMP00030993001	Onco|GSONMP00030622001
Onco|GSONMP00031008001	Onco|GSONMP00030614001
Onco|GSONMP00025115001	Onco|GSONMP00030539001
Onco|GSONMP00025120001	Onco|GSONMP00030554001
Onco|GSONMP00025141001	Onco|GSONMP00030580001
Onco|GSONMP00025156001	Onco|GSONMP00030592001
Onco|GSONMP00025159001	Onco|GSONMP00030618001
Onco|GSONMP00025176001	Onco|GSONMP00030622001
Onco|GSONMP00025159001	Onco|GSONMP00062830001
Onco|GSONMP00025176001	Onco|GSONMP00062852001
Onco|GSONMP00025182001	Onco|GSONMP00062865001
Onco|GSONMP00025207001	Onco|GSONMP00062866001
Onco|GSONMP00025209001	Onco|GSONMP00062789001
Onco|GSONMP00025227001	Onco|GSONMP00062807001
Onco|GSONMP00025176001	Onco|GSONMP00030622001
Onco|GSONMP00025182001	Onco|GSONMP00030618001
Onco|GSONMP00025191001	Onco|GSONMP00030603001
Onco|GSONMP00025212001	Onco|GSONMP00030580001
Onco|GSONMP00025228001	Onco|GSONMP00030560001
Onco|GSONMP00025232001	Onco|GSONMP00030558001
Onco|GSONMP00025250001	Onco|GSONMP00030548001
Onco|GSONMP00025272001	Onco|GSONMP00030527001
Onco|GSONMP00013310001	Onco|GSONMP00023226001
Onco|GSONMP00013300001	Onco|GSONMP00023218001
Onco|GSONMP00030989001	Onco|GSONMP00023191001
Onco|GSONMP00030993001	Onco|GSONMP00023176001
Onco|GSONMP00031007001	Onco|GSONMP00023155001
Onco|GSONMP00031238001	Onco|GSONMP00023143001
Onco|GSONMP00031211001	Onco|GSONMP00023523001
Onco|GSONMP00025191001	Onco|GSONMP00023266001
Onco|GSONMP00025212001	Onco|GSONMP00023226001
Onco|GSONMP00025214001	Onco|GSONMP00023218001
Onco|GSONMP00025225001	Onco|GSONMP00023202001
Onco|GSONMP00025240001	Onco|GSONMP00023178001
Onco|GSONMP00025250001	Onco|GSONMP00023164001
Onco|GSONMP00030993001	Onco|GSONMP00023218001
Onco|GSONMP00030999001	Onco|GSONMP00023214001
Onco|GSONMP00031008001	Onco|GSONMP00023208001
Onco|GSONMP00031013001	Onco|GSONMP00023192001
Onco|GSONMP00031235001	Onco|GSONMP00023178001
Onco|GSONMP00078746001	Onco|GSONMP00030571001
Onco|GSONMP00078748001	Onco|GSONMP00030554001
Onco|GSONMP00078757001	Onco|GSONMP00030542001
Onco|GSONMP00078771001	Onco|GSONMP00030534001
Onco|GSONMP00078837001	Onco|GSONMP00030527001
Onco|GSONMP00003202001	Onco|GSONMP00023433001
Onco|GSONMP00003209001	Onco|GSONMP00023429001
Onco|GSONMP00003217001	Onco|GSONMP00023399001
Onco|GSONMP00003223001	Onco|GSONMP00023383001
Onco|GSONMP00003227001	Onco|GSONMP00023380001
Onco|GSONMP00059917001	Onco|GSONMP00044553001
Onco|GSONMP00059804001	Onco|GSONMP00045598001
Onco|GSONMP00059791001	Onco|GSONMP00045597001
Onco|GSONMP00060250001	Onco|GSONMP00045548001
Onco|GSONMP00060249001	Onco|GSONMP00045530001
Onco|GSONMP00060240001	Onco|GSONMP00045513001
Onco|GSONMP00060144001	Onco|GSONMP00045300001
Onco|GSONMP00060136001	Onco|GSONMP00045354001
Onco|GSONMP00060056001	Onco|GSONMP00045391001
Onco|GSONMP00060065001	Onco|GSONMP00045331001
Onco|GSONMP00060050001	Onco|GSONMP00045341001
Onco|GSONMP00060035001	Onco|GSONMP00045304001
Onco|GSONMP00025096001	Onco|GSONMP00065198001
Onco|GSONMP00025105001	Onco|GSONMP00065160001
Onco|GSONMP00025131001	Onco|GSONMP00065093001
Onco|GSONMP00025146001	Onco|GSONMP00065104001
Onco|GSONMP00025159001	Onco|GSONMP00065103001
Onco|GSONMP00025179001	Onco|GSONMP00065044001
Onco|GSONMP00025191001	Onco|GSONMP00065038001
Onco|GSONMP00025204001	Onco|GSONMP00064985001
Onco|GSONMP00025212001	Onco|GSONMP00064977001
Onco|GSONMP00065492001	Onco|GSONMP00065212001
Onco|GSONMP00065499001	Onco|GSONMP00065213001
Onco|GSONMP00065462001	Onco|GSONMP00065185001
Onco|GSONMP00065463001	Onco|GSONMP00065187001
Onco|GSONMP00065464001	Onco|GSONMP00065188001
Onco|GSONMP00065467001	Onco|GSONMP00065192001
Onco|GSONMP00065475001	Onco|GSONMP00065197001
Onco|GSONMP00065478001	Onco|GSONMP00065201001
Onco|GSONMP00065481001	Onco|GSONMP00065198001
Onco|GSONMP00065483001	Onco|GSONMP00065150001
Onco|GSONMP00065485001	Onco|GSONMP00065093001
Onco|GSONMP00065489001	Onco|GSONMP00065079001
Onco|GSONMP00065472001	Onco|GSONMP00065194001
Onco|GSONMP00065473001	Onco|GSONMP00065195001
Onco|GSONMP00065474001	Onco|GSONMP00065196001
Onco|GSONMP00065481001	Onco|GSONMP00065186001
